id,str1,str2,time3,int4
3425,l6,n,10/14/1972 05:53 AM,412654
3426,7v,k7s,02/10/1972 11:35 AM,471974
3427,S3ugo,vwRA,12/23/1982 06:41 PM,192406
3428,AlKwy,vn1j,12/23/1995 04:18 AM,951906
3429,7cYpJ,3,07/08/1978 04:30 PM,127201
3430,w,a,06/28/2004 10:48 PM,502271
3431,fXbbz,QNFE,08/04/2011 12:53 PM,8299
3432,G44u,B2nc,03/17/1976 08:39 PM,632841
3433,Z6OPU,3ck8o,12/29/1988 06:00 AM,951435
3434,jt,kKCPy,06/30/1988 05:39 PM,125879
3435,9c,JL74,09/20/2010 02:50 AM,608641
3436,xvIo3,S9HV,02/22/2000 08:32 PM,757390
3437,moo,I,06/07/1981 01:33 AM,757942
3438,BFRun,ws2,01/05/1985 02:00 AM,542292
3439,D,ij,09/25/2008 11:56 PM,89526
3440,x,12bs,01/23/2011 05:47 PM,474161
3441,dWN,cd,03/21/2000 04:15 PM,376440
3442,iOf,yGb3J,10/12/1983 06:26 AM,497871
3443,Wufn,amOO7,08/23/1988 07:56 PM,820659
3444,5Uc,Xf,03/03/1976 09:28 AM,653090
3445,UUTSC,qlWEE,02/27/1978 10:42 PM,601184
3446,Tqy,NQ4,09/26/2012 12:28 AM,590878
3447,ta,4R8k,06/09/1986 11:02 PM,228321
3448,f,N3,03/17/1981 03:29 PM,886631
3449,P8,JVTf,03/10/1975 07:18 AM,277521
3450,iaBLQ,L,02/27/1999 03:21 AM,634981
3451,NAv2Y,3gcA4,05/02/1998 11:30 AM,680189
3452,Qdw,r3Rd,04/18/1985 04:09 PM,512472
3453,sv3,Uj,06/24/2004 03:05 AM,779429
3454,4Sg,zCn,04/16/1976 09:08 AM,137848
3455,HFvRT,f,07/22/1971 12:43 AM,62603
3456,H,KZCEl,09/06/1996 03:07 PM,836942
3457,dwU,H5t,09/26/1970 05:12 AM,433573
3458,GYT,mO8,07/26/1971 10:05 AM,854414
3459,RMUp,4Urd,09/30/1984 11:16 AM,760808
3460,nuBp,y5,02/05/1970 10:40 AM,600457
3461,iL1rf,cLV,03/17/1980 01:49 AM,73705
3462,MJR,mcfXH,05/30/1985 01:49 AM,217850
3463,Or2LG,q,08/03/2006 08:38 PM,19504
3464,iW,eq2j,10/25/1986 11:34 AM,956747
3465,J8I7,q11Bg,02/07/1981 09:51 PM,253761
3466,Dq,C9GCk,09/23/1997 09:49 PM,164506
3467,qk4aw,OSd,07/17/1977 09:17 AM,450329
3468,8zwab,8u,11/13/1996 03:31 AM,523875
3469,V,V,10/17/1980 01:46 PM,877610
3470,dD,FSue,11/25/2006 03:40 PM,424670
3471,L,Bv,03/31/1974 02:42 AM,952233
3472,lL,EqZ,03/30/2000 08:02 AM,654450
3473,aRf,rg3k,05/27/1975 12:27 PM,778674
3474,bY7,J3,06/16/2000 06:47 PM,999770
3475,gio,a,07/31/2011 03:00 PM,139704
3476,wy7S,Yl,03/22/1991 11:34 AM,591550
3477,Zd,p9zgu,04/13/1996 11:06 AM,555282
3478,GCnFr,c,07/26/1981 09:23 PM,61081
3479,EA,ZG9,04/24/1987 02:44 AM,343787
3480,upb,tyWM,01/10/1974 11:59 PM,300821
3481,JvQ,2d2,07/13/1974 09:07 PM,745682
3482,Ab,NGMR,03/16/1979 03:44 AM,636898
3483,Q,dQ,10/02/1993 02:16 PM,759433
3484,BZ3fe,69w,10/08/1976 09:57 AM,567166
3485,4,F,08/16/1986 10:55 AM,698950
3486,wfGxZ,N,12/22/2003 11:51 AM,117648
3487,g,kLrr,08/26/1996 03:09 PM,584213
3488,rTz,xJjA,06/11/2004 03:33 PM,760423
3489,fH4e,q,08/05/2003 06:47 PM,870427
3490,BS,w,12/06/2012 09:17 PM,318037
3491,dENY,m9Mm,12/22/1983 11:25 AM,473092
3492,hdHBq,h,11/18/1981 11:18 PM,639288
3493,tNHZh,zmsYc,03/28/1983 11:16 PM,120406
3494,IE2,K,09/27/1987 12:00 PM,197992
3495,JqnT,XLey,07/24/2002 06:38 AM,338880
3496,68k,9,03/05/1974 09:41 AM,688514
3497,y,zrY,01/22/1974 07:46 PM,363918
3498,oa,BwBy,07/23/1976 06:16 AM,389396
3499,rj,wxBkC,04/21/2012 10:38 AM,946376
3500,zJw,lm,11/12/2007 12:48 AM,454268
3501,jxM,cin5,10/12/1971 05:47 AM,787252
3502,4Azgc,Y,12/26/1971 04:07 PM,886478
3503,KorT,6cCWM,05/25/1996 11:52 PM,676665
3504,q2r,WyI,04/09/1982 05:58 AM,581505
3505,p,Pi,11/01/1978 07:48 PM,47426
3506,NMhg,rM,04/08/2003 07:45 PM,868004
3507,ZHFB,8o,12/11/2009 02:09 AM,21719
3508,YY,y5rT,01/23/2003 09:56 PM,979520
3509,T71,dqn,07/15/1986 11:43 PM,199346
3510,o,vxFD,09/01/1984 05:21 AM,22307
3511,yB,c1,11/26/1989 09:29 AM,865138
3512,ekMCE,VU7X,06/10/2009 02:02 PM,912014
3513,F2ODm,8nC,12/01/2011 10:38 AM,352551
3514,mW,Lgzo,01/26/1992 12:29 AM,955045
3515,zMvgO,5eNhO,09/10/2014 02:09 AM,329092
3516,wn,M,03/20/2012 09:24 AM,144396
3517,Gr,nu,10/15/2006 01:00 AM,739826
3518,9NlbO,dDKn,09/08/1998 08:21 PM,371898
3519,126U,K,12/30/1984 04:07 PM,555153
3520,CTR2O,lZgE,03/19/2012 12:20 AM,808235
3521,FI,7,05/07/1986 12:16 PM,176974
3522,UNZp,8TZ,11/07/1987 04:28 PM,93892
3523,mLnkT,rRf5d,01/22/1982 05:53 AM,329161
3524,o,a,05/25/1974 05:35 PM,346348
3525,fzCy,fS,12/27/1997 01:48 AM,21428
3526,VCtv,s,12/26/2010 06:32 PM,669100
3527,rY,yX,09/16/1989 10:38 PM,305802
3528,6ig,mIb,01/22/2006 10:32 AM,376613
3529,49fS,xiTQ,04/21/2003 04:54 AM,521865
3530,cbpG,iY4d,05/15/2004 01:39 AM,37972
3531,37dL,Z,03/22/1985 10:19 AM,582737
3532,QuYg,o,03/12/2012 09:51 PM,745012
3533,yi,t,02/25/1977 11:28 PM,354850
3534,KEs5,2,11/24/1980 11:31 PM,782366
3535,5bV,BhYZe,07/02/1975 01:32 AM,823674
3536,7,HD,08/28/1977 08:29 PM,155075
3537,X5kh,5W,11/11/2013 07:39 AM,725723
3538,VUuiC,YvSF,03/17/1972 04:02 PM,546063
3539,d,jK4kr,07/26/1978 04:56 PM,279867
3540,T,j8Xuk,11/13/1991 10:39 AM,202297
3541,C,1X,07/11/2008 03:22 AM,272701
3542,S4,24w,01/14/1991 01:38 AM,748256
3543,UX,er3j,05/02/1970 10:52 PM,978916
3544,QxKG2,T6vXJ,12/11/1986 07:35 PM,305592
3545,brZ,hK7D,07/23/2007 03:30 PM,311510
3546,2TvHH,5B48,04/16/2014 10:09 AM,546774
3547,K,1,10/09/1976 08:09 PM,265330
3548,aAb,JgeVy,02/08/1992 12:51 AM,822753
3549,RJBYi,y63,02/15/2013 06:04 AM,655158
3550,D,ZF,12/06/1999 05:24 PM,640252
3551,3M,rJETa,05/04/1985 01:27 PM,567642
3552,lB,1GJB,12/04/1987 11:22 AM,397305
3553,r,G,02/11/1995 11:52 PM,121663
3554,R,Ok,12/09/2009 11:54 AM,10215
3555,fBIO3,K7Vk,06/20/1981 04:59 PM,222734
3556,vQM3,Qn,05/08/1980 03:48 PM,507478
3557,lW,JHSEn,09/03/1978 11:58 PM,822421
3558,DeQ3,l,12/06/2012 12:51 PM,317023
3559,ZXvT,5kLf,08/23/1981 06:19 AM,170210
3560,SH9F,RVRHw,10/07/1981 01:21 AM,474227
3561,w,QUJ,09/24/2003 08:43 AM,451322
3562,w6,VCoUB,01/18/1982 06:01 AM,615143
3563,ox,rn5S,11/23/1978 07:01 AM,602963
3564,h4YY,k1I,11/01/1989 08:41 AM,546928
3565,nnh,lj4Y,06/29/1994 01:22 AM,443514
3566,a,3u8,02/26/1985 11:07 PM,71865
3567,O,Rlq,11/23/2011 11:41 AM,405527
3568,3cv82,5hKPj,03/23/2005 01:08 PM,838505
3569,8K,Gh,10/25/2009 02:42 AM,981034
3570,pbI,fHA8N,01/27/2002 08:18 PM,657038
3571,ZT3,VjAYB,12/04/1977 10:38 AM,666305
3572,U,aDowW,10/27/2009 02:10 PM,529776
3573,I,H,01/23/1985 12:17 AM,876037
3574,pd,ZTmuq,07/23/1991 05:24 AM,919744
3575,EfH,YE,02/23/2014 12:35 PM,276789
3576,7Xk,dd6d,06/30/1995 12:00 PM,773391
3577,o,noAt,09/15/2014 01:12 PM,541096
3578,BOv,OpU,07/07/1970 12:36 AM,944212
3579,XVcb7,8Oc,11/19/1976 08:52 AM,304791
3580,q58,xsHs,04/16/1998 04:55 PM,810301
3581,yHr,jaznj,07/02/1990 06:07 PM,742797
3582,E1,D,02/14/2010 04:48 PM,511511
3583,SqOT,t,03/10/1993 02:41 PM,616127
3584,lUH,Bp,05/09/1986 09:44 PM,939241
3585,5nicP,1j,05/28/1983 06:42 AM,998697
3586,5vn,D,10/02/1993 12:48 PM,50589
3587,Itm,6,09/04/2014 10:50 PM,952047
3588,hee,I6U,11/16/2003 10:59 AM,359679
3589,lLBJz,Xz,10/17/1979 07:24 PM,627967
3590,igx,vczl,10/03/1993 08:01 AM,246437
3591,zqvXo,Esb,05/30/1984 05:16 AM,568594
3592,POWpc,Luqu,05/12/2014 04:02 PM,917308
3593,qYW,urRRM,03/28/1977 08:26 PM,483011
3594,Stfrd,5A,06/27/1977 02:21 AM,795985
3595,qKrm,6,12/31/1971 11:45 AM,884953
3596,jmp,T8kP,11/14/1998 09:08 AM,369994
3597,G5A,zlJw,03/06/1988 07:19 AM,693674
3598,Fz,q,11/01/1978 05:09 PM,215520
3599,9k5,y,09/09/1981 04:42 AM,786423
3600,mt,pPUF,11/13/2014 11:43 PM,525148
3601,n,JW1gC,02/19/2000 12:43 PM,29812
3602,cDO,Z8EO,11/22/1994 01:22 AM,210589
3603,Q,wDGN5,12/14/1994 06:04 PM,176853
3604,6XNf,Gj8,06/02/2001 09:32 AM,791691
3605,YQDy,iOX,10/29/1988 04:36 PM,192690
3606,kFoDS,H,09/18/2009 01:01 PM,2488
3607,6REc,CiC8Q,08/30/1999 04:01 AM,591374
3608,X,y,07/14/1996 06:47 PM,743537
3609,tZ,rq,03/10/1996 03:48 PM,124152
3610,tZ,CVAp,11/05/1998 02:42 PM,753940
3611,h3,YFVO,05/14/1973 05:07 PM,406100
3612,q,R4jQQ,04/18/2012 11:48 AM,827183
3613,EJN,6FMG,11/11/1981 02:07 AM,902638
3614,g,pS,12/19/1999 04:37 PM,382829
3615,IQWPA,Urz,05/05/1993 07:07 PM,102277
3616,gDZ,VV,10/22/2007 01:20 AM,504396
3617,A,8Q6,08/19/2003 07:02 AM,222495
3618,EykcV,5yFE,02/07/1990 12:40 AM,344114
3619,ft21J,W,02/20/1979 10:45 PM,379537
3620,7bsH,hxP3,10/02/1979 10:54 PM,311969
3621,3R,e1tAJ,11/03/2013 02:21 AM,241485
3622,po3,ODu5,08/06/1988 10:59 AM,533957
3623,wD,m,03/18/2004 07:46 PM,671422
3624,U,II,10/07/1995 04:11 AM,644806
3625,bwQmA,N,03/12/1998 06:43 AM,318838
3626,FmOzR,7lL,12/06/2008 07:46 AM,256822
3627,5,wP6,03/14/2003 09:48 AM,945522
3628,Bq68,IN,12/20/1980 11:05 PM,521970
3629,RgCZ,3Y,10/29/2014 11:20 PM,47696
3630,kqc6g,6W,08/30/1995 08:13 AM,470259
3631,ka8n4,BbfUw,02/14/1995 03:55 AM,283612
3632,grCa,J7j,11/11/1998 05:56 AM,967324
3633,d42I,Hg75L,03/23/1988 08:25 AM,273033
3634,cHgwd,c,09/28/1976 08:10 AM,719389
3635,O,gI,05/27/1984 02:28 PM,871581
3636,B,qn,01/29/1981 09:22 AM,635616
3637,jNBI,FkD,11/14/1986 11:45 AM,322692
3638,I,fO,07/06/2013 06:37 PM,268756
3639,5,pJGZ,08/01/1996 11:38 PM,137220
3640,I8X,hQ,11/20/1975 06:03 AM,82807
3641,xn,L,08/27/1996 02:27 PM,269077
3642,k,rci78,11/05/1981 05:16 PM,426857
3643,M9H,Z,06/22/2008 01:35 PM,33670
3644,M,GiGr,02/19/2008 01:30 AM,449211
3645,3HG9H,XBUG,10/30/1976 09:27 AM,900982
3646,37dit,yWFVy,08/28/1985 12:14 AM,4091
3647,EE,v2Cki,12/31/2013 09:01 PM,431057
3648,tWDk6,rkm,11/12/2014 03:15 AM,244883
3649,MC2,z21uL,08/17/1982 10:15 AM,951982
3650,S,N,01/27/1972 03:58 AM,552567
3651,r,a,05/06/1986 05:43 PM,643367
3652,OLN,w3,03/03/2013 07:55 PM,999195
3653,e,qdq7,10/07/2008 12:59 PM,375428
3654,4i5R,eF,01/08/1986 09:47 PM,288864
3655,tQWQN,Yuszw,08/20/1978 07:41 PM,500669
3656,p,Smd,04/10/1988 05:47 PM,333517
3657,rRm2,OlIIL,12/26/1977 08:43 PM,443833
3658,A1M,hXm,09/14/2000 02:22 PM,353442
3659,o9wz,A,11/21/1988 07:52 AM,57816
3660,kVoct,jvfg,07/03/1978 09:23 PM,821021
3661,Dy,pscm8,01/07/2003 07:27 PM,987035
3662,8vN4Q,h,03/01/1973 08:12 AM,433397
3663,3iJ,L8xFM,01/18/2007 01:40 AM,356358
3664,726,5nM,09/04/2010 11:36 AM,61249
3665,enu,vF,02/07/2013 02:59 AM,755635
3666,44QFk,lSo9K,11/24/2006 10:26 AM,912290
3667,pDMG,K,08/20/1993 08:51 AM,693525
3668,oLIe,cl,12/29/1985 05:47 AM,529473
3669,AYtq,Ep,12/24/1989 04:02 AM,924805
3670,lJW,tiZ,04/25/2005 08:53 AM,597115
3671,3oUn2,3,06/22/1971 04:18 PM,588860
3672,KUiuS,p9Dbd,06/23/1977 06:50 PM,55772
3673,C9,z,11/06/1994 11:55 PM,439367
3674,JmI,N,06/06/2008 09:55 AM,174864
3675,4kYIQ,dp,10/04/2009 02:29 AM,409501
3676,Pj,9ai,02/22/2003 04:20 AM,446098
3677,wgJ8I,g,01/14/2001 03:09 AM,372020
3678,DF4vl,fVewD,05/06/1970 11:21 AM,296487
3679,ZYKa,H,03/08/1990 06:07 AM,124124
3680,jNTc,iISam,02/27/1976 05:33 AM,734390
3681,6l,esIW,10/03/1989 06:03 PM,578145
3682,zD,c,12/02/1994 10:14 PM,428285
3683,lvo,WUSp3,02/06/1981 08:06 AM,533167
3684,z,ha,01/18/2013 11:05 AM,698973
3685,Fv,wjfvm,05/17/2012 08:27 PM,813229
3686,YdD,TSKG,07/28/2009 05:04 AM,348214
3687,jQ,z,01/29/1997 02:42 AM,872234
3688,C,AKr,07/12/1985 04:36 AM,957334
3689,pUB,V,05/22/2004 12:59 AM,832449
3690,zc,ri9,11/13/1987 11:28 AM,858501
3691,q7NAj,k,10/26/1987 01:57 PM,473161
3692,w,o,01/31/2013 04:17 PM,719421
3693,yPP,I,05/28/1989 10:55 AM,967669
3694,c5,8r7,03/12/1992 09:03 AM,45358
3695,YAGZ,Wno,12/28/1986 03:44 PM,632810
3696,Ue,qx,07/09/1981 06:45 PM,765780
3697,gx,LW,04/16/1996 05:08 PM,740392
3698,y,fdo,05/06/2010 12:32 PM,540189
3699,DU5fv,c,06/03/2000 02:45 PM,954049
3700,3,XT,09/15/1988 01:56 AM,506230
3701,C6f,j1FE,09/15/2014 02:22 PM,738513
3702,hNBZ,MqIgl,03/03/1989 01:02 AM,334684
3703,Pn,Ljy9,09/10/2007 05:41 PM,469504
3704,i,p9CIO,10/19/1981 05:43 PM,990754
3705,l,GVYT,02/08/1991 08:27 PM,499013
3706,AHpO,jltA,03/16/1990 06:46 PM,431978
3707,Q,Giy,06/16/1979 01:47 PM,420058
3708,tVVq,S,06/25/1974 02:25 PM,726963
3709,gcPi,Y3bH,03/09/2008 10:27 PM,896602
3710,Ct,g9z,12/04/2001 10:45 AM,335027
3711,oD,85f,06/23/2001 08:37 PM,325476
3712,zatB,eYi6,03/26/2001 02:05 PM,757239
3713,iz,DInO5,08/28/2006 07:27 PM,884971
3714,7xcqc,N,12/15/2004 02:54 AM,527061
3715,6p,k,01/15/1978 11:46 AM,736292
3716,SD,jqC,06/23/1975 11:44 AM,477676
3717,cTxE,eGK,04/27/1988 07:10 PM,761539
3718,Kl,lQxi,10/27/2006 01:43 AM,699383
3719,vu,4mVW,04/02/2002 01:03 PM,612494
3720,38q,bDVB7,04/23/2010 04:34 PM,806743
3721,lwIC,J,08/12/2009 01:38 PM,951970
3722,p,956zT,06/13/2003 10:40 AM,374645
3723,5rbo,V4z,05/29/1973 03:11 PM,429879
3724,ut4d,hIvI,10/22/2011 05:06 AM,62831
3725,pGm,LIv,11/05/1984 12:08 PM,458215
3726,3Vh,2w3,01/31/2000 11:38 AM,795357
3727,8vUp,SNLk,02/16/2010 02:21 AM,336222
3728,mOpVa,AZ6t,01/03/1976 07:38 AM,373418
3729,56gTr,B,08/07/2003 01:05 PM,997716
3730,eS,u,03/13/2013 06:51 PM,298215
3731,w,LRlTs,12/22/1980 02:49 AM,454486
3732,O96,fO,06/07/1974 06:10 PM,127295
3733,pTsBb,K,02/17/1984 02:30 AM,96114
3734,vzk8,A,06/12/2005 02:25 PM,42118
3735,P822,pyw,09/17/1993 09:03 AM,257026
3736,6LQ9X,JAJ,03/18/1983 11:01 AM,118484
3737,EqY,b,08/10/1976 09:31 PM,366213
3738,lyUCp,y8,03/12/1994 01:04 AM,976097
3739,HvfI,2,12/13/2013 01:37 AM,275584
3740,MN,ZH4d,02/25/1981 02:14 PM,805910
3741,xrh,1omLm,05/16/2001 07:50 AM,241691
3742,qz,97,01/24/2013 11:22 AM,949602
3743,2Rtt3,RY3X,04/18/1971 07:10 AM,19448
3744,1c1,F,03/02/1971 11:26 PM,239949
3745,yRmo,kqr,07/15/1993 02:31 AM,797216
3746,p9Dj,V3M,03/06/1999 10:08 AM,769904
3747,z,dNcCz,09/24/1999 02:31 PM,852510
3748,ds,a,08/22/2001 02:28 PM,537794
3749,sYM1,IORI,09/28/1994 02:19 AM,202603
3750,p9cw7,cfT,04/15/2012 11:39 AM,138614
3751,zMeaP,OI6UH,10/29/1992 04:22 AM,78264
3752,l,LE5j,04/24/1977 04:14 AM,234850
3753,eLbM,68w7,10/18/1989 11:15 PM,519021
3754,urDJ,Ttz,07/05/2011 07:38 PM,500330
3755,fxu,Tbkg,05/17/2009 05:06 PM,607354
3756,8,phn,06/28/2012 05:52 AM,418825
3757,ct,heDl,01/15/1992 10:17 PM,311226
3758,5b1ey,eqhu,02/27/2014 09:01 AM,177332
3759,i,1KHJ6,09/25/2007 06:37 AM,62420
3760,zrT,Ht1hi,08/03/1970 11:06 PM,556120
3761,Pmcjq,2Aay,02/28/1997 06:15 AM,782754
3762,A6F,2x,05/17/1988 09:02 AM,998912
3763,XgSev,w,08/26/2002 09:28 PM,835691
3764,M,p,07/22/1999 07:22 PM,794469
3765,jNO1Z,VJvg6,05/18/1993 07:23 AM,59665
3766,dWA,PfP,12/24/2008 11:14 AM,156929
3767,fm41,rJ,05/16/1999 02:45 AM,618633
3768,6nf,Ac9I,06/11/1972 05:06 PM,870612
3769,EHk,rJFu,10/23/1975 01:13 AM,116835
3770,6,r,11/11/1975 04:48 AM,41217
3771,tw,4YuSR,04/21/2000 10:35 PM,231490
3772,id,aSSdm,01/17/2005 12:44 PM,480198
3773,BWW9,j,04/25/2012 04:10 PM,566176
3774,u66Ne,yEUTj,05/06/2007 01:45 AM,409726
3775,Y,s,10/12/1975 06:42 AM,332702
3776,c,8hE,04/29/2014 03:45 AM,38455
3777,M8,rv,06/02/2002 06:22 PM,519233
3778,55XkW,OhPC,08/08/1971 12:16 AM,122725
3779,LcOZs,DT,03/17/2012 11:04 PM,837130
3780,jB,OOGjR,05/07/1987 06:29 AM,76468
3781,XCdR,bk,02/19/1993 09:20 PM,841348
3782,ZAnVe,1fhp,12/07/1970 06:46 PM,530922
3783,Ed,bUC,09/17/1991 05:30 PM,163791
3784,KtWAw,O,01/19/1987 01:42 PM,435288
3785,ubnO,Gcw,11/03/1974 12:20 AM,781677
3786,I,jd,12/06/1986 11:44 PM,557392
3787,raf,gHyz,08/11/1977 11:18 AM,520213
3788,gS3,t4,08/29/2004 04:58 AM,54674
3789,M6n4d,Va,09/04/1973 03:52 PM,105073
3790,rRp,vw48,10/25/1978 01:28 PM,960955
3791,BW,uSm,07/21/1990 07:08 PM,629568
3792,lY,7gk,04/14/2013 09:37 PM,359880
3793,L4JR,TElir,01/04/1989 01:24 PM,668913
3794,y,QEk,08/23/2010 02:21 PM,342978
3795,p,Drcj,06/27/1976 11:15 PM,784163
3796,Eh,Lvve,09/24/1976 08:55 AM,501559
3797,M14,4MTZy,09/29/2010 10:20 AM,909950
3798,YAi,3y,07/20/2002 11:50 PM,865411
3799,dL,cHGp,09/10/1983 03:30 PM,397112
3800,a63p,qGaC,06/05/1984 05:16 AM,508685
3801,Ft,O,08/28/2005 11:16 AM,401149
3802,OuT,wxYu,08/20/1971 04:56 PM,715895
3803,2p,bLFq,11/06/1984 04:44 AM,881568
3804,8,bdiJN,05/10/1993 08:18 PM,448768
3805,V,RDbR,03/20/2007 01:39 PM,227845
3806,l,X,01/18/1975 04:20 PM,843285
3807,EEpa,b6o,05/14/2005 01:49 PM,69739
3808,BU8RG,n,06/12/1977 11:10 PM,106956
3809,4b,tMI5S,02/08/1981 12:09 PM,472411
3810,iKp,7,09/26/2007 11:30 PM,622662
3811,U,gymw,03/09/1975 08:08 AM,964086
3812,BsEuv,WlBQ,08/15/1983 09:22 AM,171150
3813,C,3xL,08/31/2002 05:26 PM,284184
3814,Ma,OoR5,04/24/2006 11:33 PM,914813
3815,8,BpS,12/07/2006 06:02 AM,223138
3816,6x,uY,10/02/2004 12:52 AM,839882
3817,b5,od,04/07/1979 07:20 PM,261000
3818,wshN,Fu,11/25/2009 05:29 AM,783822
3819,3aS,t,12/18/1986 09:00 PM,175015
3820,4oM,L,03/30/2013 01:46 PM,578328
3821,oblTg,Kg1z,04/26/1984 02:05 PM,776886
3822,G4qkD,Jqyk,04/06/1977 03:36 PM,455495
3823,rMPmD,dAJ8E,09/20/1975 01:25 PM,384845
3824,7,4vZMl,05/11/2010 08:26 AM,92435
3825,Nrl,bPqQY,04/30/2011 10:19 AM,349302
3826,Gbp,9Ne7,04/27/1990 02:26 AM,930572
3827,x,Q9c,11/10/1982 09:21 AM,398519
3828,UUn,STuT,12/09/2000 05:05 AM,230284
3829,v,YAIFi,05/12/1974 08:30 PM,709620
3830,NU,UP,02/13/1994 07:55 AM,660932
3831,wHSWd,j,05/17/2000 01:26 PM,847304
3832,rfic,LC3M,02/09/2011 10:16 AM,877002
3833,CT,w,11/13/2009 02:50 PM,164165
3834,jU,LWZxE,05/27/2013 06:09 AM,590392
3835,cv,yfyk,03/03/2007 07:49 AM,285369
3836,Fe,lUZCK,06/16/2010 07:45 AM,860996
3837,37,r,08/27/2009 12:50 PM,672299
3838,5en,gc,12/22/1984 01:23 PM,25221
3839,fZzy6,TBEp,12/12/1997 08:37 AM,135431
3840,yQ7W,LKj,09/25/2014 11:01 AM,950896
3841,mp5H,TKKW,12/30/2002 04:10 AM,823023
3842,ydz,18k,09/20/1972 11:07 AM,676015
3843,3,WY,04/18/1980 12:18 PM,444004
3844,UikKc,93T,09/08/1978 01:05 PM,56181
3845,pG7X,Fa,04/09/2000 12:05 PM,660027
3846,joUNp,nLbDr,02/18/1980 11:15 AM,112048
3847,4S,9ujM,08/26/1997 05:55 PM,385117
3848,bR,SBa,03/04/1984 02:00 PM,448027
3849,Mb,O,08/03/1981 11:03 PM,288832
3850,YwK,GUVHn,09/28/2005 11:05 PM,254633
3851,nCSCh,oQ,12/18/1997 04:37 PM,292900
3852,L,mb6ME,08/09/2003 04:58 AM,971685
3853,6iiw,UFzqm,05/22/2013 10:17 AM,281428
3854,a,h,06/14/2000 07:31 PM,194901
3855,st5F,eJTsh,06/03/1978 05:54 AM,325888
3856,jns,X1,12/14/1987 11:48 AM,165333
3857,X,HuKU,02/06/1991 01:58 AM,466292
3858,T,amsd,10/16/2014 05:11 PM,885095
3859,icV,OToz,08/13/2007 04:04 PM,178264
3860,Mw4o8,T6,07/20/1993 01:42 AM,920881
3861,17UwK,9W4,10/04/1971 10:09 PM,346823
3862,haF,a6,06/02/1990 08:04 PM,392746
3863,RJ,RpO,08/11/1982 04:11 PM,873369
3864,1c,QT,10/20/1988 03:45 AM,675788
3865,4,vjyup,07/30/1971 05:30 PM,555273
3866,LHB,T,06/25/1977 12:20 PM,674698
3867,VZ,OI,02/28/1976 05:37 PM,893875
3868,R6PYi,Mm,01/12/1977 06:54 PM,657455
3869,Uas,qqkWL,04/06/1981 07:40 PM,938548
3870,4EDK,XG,01/19/2010 11:32 PM,267978
3871,sOFlm,p,06/23/2007 08:55 AM,269225
3872,rwvn,x,04/12/2000 04:01 PM,244034
3873,oQH8,G9,06/22/2003 11:13 PM,184782
3874,Y7,6K,12/07/1997 03:40 PM,678203
3875,bXWG3,v9f2h,01/16/1981 06:32 PM,525157
3876,9bg,K,09/13/1984 02:25 PM,565171
3877,4IwrS,gyuC,03/15/1996 10:56 AM,139196
3878,J,vYFy,08/13/1996 03:41 PM,88155
3879,NK713,u9,09/15/2014 05:24 AM,591953
3880,bHQSv,KW,06/25/1979 12:03 AM,244935
3881,lSgf,Rq,11/16/1989 03:16 PM,942995
3882,Qewu,R,11/04/1994 09:16 AM,805904
3883,KddqL,Ss4,10/01/1983 05:28 PM,596127
3884,MRi,y,10/28/1982 03:52 PM,851617
3885,ftUc,e,05/26/2001 07:30 PM,975193
3886,1tkf,Yr,09/10/2003 05:50 AM,986596
3887,5j,7,06/30/2010 09:23 AM,912409
3888,lx,Pm,08/18/1971 09:31 PM,883328
3889,zE,nW,06/01/1991 09:44 AM,390892
3890,5,ws,03/29/1981 07:28 PM,886023
3891,qzdy,j,01/30/1984 11:31 AM,282106
3892,n5ZR4,s,07/05/1974 11:36 PM,899427
3893,Ra,DQ,05/20/1999 05:13 PM,498259
3894,zY,V75Ik,10/11/1982 02:40 AM,371534
3895,m,8j1R,07/26/1984 06:30 AM,55641
3896,3,2,06/27/1972 03:37 PM,737207
3897,Uk,Z,10/25/1974 08:28 PM,179495
3898,djvR,7vBvQ,11/05/1977 01:53 AM,502867
3899,8,rqh6t,04/11/1983 02:43 PM,76963
3900,H3Hc,F,02/07/2002 06:43 AM,605013
3901,yvV,A1KOg,11/01/1973 06:13 AM,706177
3902,o,VZ,05/16/2003 06:04 PM,919373
3903,VpI,6SxR,06/14/2002 09:10 AM,359078
3904,TvVYb,3VRZ8,04/23/1985 05:38 AM,542593
3905,9,mP,12/02/2006 09:47 PM,225630
3906,VxtL,ocj73,01/20/2010 02:56 PM,337024
3907,NwqAe,yzf,02/03/1983 07:46 PM,908945
3908,9f,EGtB,03/28/2014 02:39 PM,188402
3909,K,ae,12/08/1973 01:18 PM,158379
3910,O1L,6xJ31,07/09/1982 02:44 PM,293701
3911,bWt1,BzF8E,03/30/1990 07:17 AM,396783
3912,rKPJ,1AoF,10/22/1977 07:48 AM,642648
3913,Tm,EJ,03/19/1995 01:22 PM,933219
3914,9jMpq,DwOoU,11/29/2005 09:38 AM,775358
3915,Vh8,BW,12/22/1986 06:27 PM,374010
3916,Cmm,cbYrB,08/18/2000 09:56 PM,416022
3917,E2hW,D,12/13/1977 12:17 PM,34923
3918,ysqT,BY,01/08/2003 03:15 AM,545049
3919,65Xw,UA,04/14/1975 01:02 AM,253371
3920,ozd,CaQ,12/16/1998 06:14 AM,486084
3921,AZEz,OMh1X,05/07/1981 08:39 PM,949881
